exID,orderID,traderID,timeStamp,type,quantity,side,price
0,2671,1000,15250,1,22,2,998781
0,2672,1000,15250,1,13,2,998774
0,2673,1000,15250,1,7,2,998804
0,2637,1000,15250,2,17,2,998760
0,312,3005,15250,1,43,2,998762
0,316,3000,15250,1,31,1,998689
0,305,2021,15250,1,36,1,200000
0,17,3034,15250,1,13,2,998762
0,313,3001,15250,1,47,2,998778
0,2639,1000,15251,2,35,2,998759
0,2643,1000,15253,2,34,2,998803
0,2657,1000,15253,2,21,2,998796
0,2665,1000,15253,2,15,2,998765
0,2638,1000,15255,2,30,2,998763
0,2649,1000,15261,2,31,2,998781
0,2660,1000,15261,2,48,2,998802
0,2642,1000,15261,2,3,2,998800
0,2671,1000,15265,2,22,2,998781
0,2661,1000,15266,2,39,2,998796
0,2669,1000,15266,2,23,2,998787
0,2632,1000,15267,2,38,2,998786
0,2655,1000,15268,2,7,2,998772
0,2640,1000,15268,2,47,2,998812
0,2652,1000,15270,2,18,2,998773
0,2672,1000,15270,2,13,2,998774
0,2651,1000,15272,2,48,2,998810
0,2668,1000,15272,2,46,2,998815
0,2635,1000,15278,2,29,2,998767
0,2667,1000,15278,2,34,2,998812
0,2653,1000,15278,2,36,2,998794
0,2648,1000,15280,2,6,2,998798
0,2673,1000,15284,2,7,2,998804
0,2650,1000,15286,2,8,2,998781
0,2666,1000,15289,2,14,2,998798
0,2633,1000,15289,2,6,2,998790
0,2641,1000,15290,2,12,2,998777
0,2654,1000,15293,2,44,2,998779
0,2664,1000,15299,2,26,2,998769
0,28,3017,15300,1,3,2,998859
0,25,3024,15300,1,31,1,998626
0,26,3029,15300,1,34,2,998766
0,34,2037,15300,1,38,1,200000
0,306,2021,15300,1,11,2,0
0,160,3004,15300,1,36,1,998755
0,44,3006,15300,1,26,1,998705
0,313,3005,15300,1,13,1,998756
0,18,2038,15300,1,19,1,200000
0,166,3014,15300,1,14,2,998764
0,26,3018,15300,1,32,2,998932
0,55,3013,15300,1,22,2,998766
0,102,2014,15300,1,36,1,200000
0,317,3000,15300,1,41,1,998644
0,314,3001,15300,1,41,2,998811
0,2662,1000,15307,2,13,2,998783
0,2656,1000,15314,2,39,2,998815
0,2659,1000,15315,2,36,2,998804
0,2646,1000,15317,2,40,2,998773
0,2634,1000,15319,2,33,2,998815
0,2645,1000,15332,2,22,2,998794
0,2647,1000,15338,2,19,2,998809
0,2670,1000,15338,2,2,2,998779
0,318,3000,15350,1,40,1,998663
0,314,3005,15350,1,48,1,998757
0,307,2021,15350,1,32,1,200000
0,315,3001,15350,1,1,2,998785
0,2636,1000,15368,2,39,2,998766
0,2658,1000,15379,2,36,2,998781
0,2644,1000,15390,2,39,2,998808
0,85,3008,15400,1,47,1,998711
0,14,2048,15400,1,46,1,200000
0,77,2019,15400,1,1,1,200000
0,56,3033,15400,1,44,1,998674
0,167,3014,15400,1,38,1,998747
0,28,2035,15400,1,2,1,200000
0,11,2031,15400,1,41,2,0
0,20,3027,15400,1,12,2,998758
0,319,3000,15400,1,11,2,998774
0,22,2022,15400,1,49,1,200000
0,14,2007,15400,1,23,1,200000
0,308,2021,15400,1,22,1,200000
0,315,3005,15400,1,26,1,998714
0,11,2015,15400,1,36,2,0
0,316,3001,15400,1,29,2,998771
0,161,3004,15400,1,13,2,998850
0,14,2008,15400,1,8,1,200000
0,77,2036,15400,1,3,1,200000
0,84,3021,15400,1,18,1,998662
0,38,3037,15400,1,16,2,998770
0,77,2034,15400,1,1,2,0
0,2663,1000,15403,2,30,2,998793
0,316,3005,15450,1,21,2,998820
0,317,3001,15450,1,10,2,998907
0,309,2021,15450,1,48,2,0
0,320,3000,15450,1,2,2,998780
0,103,2014,15450,1,33,1,200000
0,168,3014,15500,1,46,1,998757
0,317,3005,15500,1,50,2,998966
0,318,3001,15500,1,6,2,998838
0,38,3015,15500,1,7,1,998647
0,31,2028,15500,1,47,2,0
0,38,3019,15500,1,28,2,998766
0,2674,1000,15500,1,50,1,998727
0,2675,1000,15500,1,26,1,998751
0,2676,1000,15500,1,1,1,998750
0,2677,1000,15500,1,37,1,998719
0,2678,1000,15500,1,5,1,998709
0,2679,1000,15500,1,37,1,998712
0,2680,1000,15500,1,16,1,998711
0,2681,1000,15500,1,7,1,998697
0,2682,1000,15500,1,1,1,998756
0,2683,1000,15500,1,13,1,998743
0,2684,1000,15500,1,12,1,998743
0,2685,1000,15500,1,36,1,998706
0,2686,1000,15500,1,32,1,998757
0,2687,1000,15500,1,36,1,998722
0,2688,1000,15500,1,21,1,998705
0,2689,1000,15500,1,50,1,998700
0,2690,1000,15500,1,42,1,998737
0,2691,1000,15500,1,8,1,998738
0,2692,1000,15500,1,45,1,998744
0,2693,1000,15500,1,38,1,998752
0,2694,1000,15500,1,23,1,998750
0,2695,1000,15500,1,26,1,998707
0,2696,1000,15500,1,37,1,998728
0,2697,1000,15500,1,27,1,998752
0,2698,1000,15500,1,28,1,998729
0,2699,1000,15500,1,28,1,998739
0,2700,1000,15500,1,4,1,998756
0,2701,1000,15500,1,7,1,998752
0,2702,1000,15500,1,12,1,998744
0,2703,1000,15500,1,21,1,998714
0,2704,1000,15500,1,11,1,998714
0,2705,1000,15500,1,7,1,998703
0,2706,1000,15500,1,47,1,998747
0,2707,1000,15500,1,23,1,998753
0,2708,1000,15500,1,3,1,998753
0,2709,1000,15500,1,14,1,998703
0,2710,1000,15500,1,7,1,998716
0,2711,1000,15500,1,27,1,998730
0,2712,1000,15500,1,38,1,998741
0,2713,1000,15500,1,45,1,998722
0,2714,1000,15500,1,13,1,998699
0,2715,1000,15500,1,26,1,998753
0,2716,1000,15500,1,19,1,998722
0,2717,1000,15500,1,9,1,998716
0,2718,1000,15500,1,10,1,998712
0,2719,1000,15500,1,43,1,998757
0,2720,1000,15500,1,32,1,998752
0,2721,1000,15500,1,8,1,998707
0,2722,1000,15500,1,44,1,998725
0,2723,1000,15500,1,18,1,998721
0,2724,1000,15500,1,26,1,998713
0,2725,1000,15500,1,2,1,998701
0,2726,1000,15500,1,19,1,998752
0,2727,1000,15500,1,16,1,998742
0,2728,1000,15500,1,12,1,998739
0,2729,1000,15500,1,47,1,998717
0,2730,1000,15500,1,46,1,998749
0,2731,1000,15500,1,2,1,998722
0,2732,1000,15500,1,22,1,998703
0,2733,1000,15500,1,15,1,998745
0,162,3004,15500,1,12,1,998735
0,36,3010,15500,1,41,2,998764
0,310,2021,15500,1,2,2,0
0,321,3000,15500,1,27,2,998788
0,2713,1000,15501,2,45,1,998722
0,2685,1000,15501,2,36,1,998706
0,2724,1000,15504,2,26,1,998713
0,2732,1000,15505,2,22,1,998703
0,2722,1000,15506,2,44,1,998725
0,2718,1000,15507,2,10,1,998712
0,2733,1000,15507,2,15,1,998745
0,2690,1000,15507,2,42,1,998737
0,2726,1000,15508,2,19,1,998752
0,2697,1000,15508,2,27,1,998752
0,2705,1000,15508,2,7,1,998703
0,2693,1000,15514,2,38,1,998752
0,2710,1000,15515,2,7,1,998716
0,2701,1000,15515,2,7,1,998752
0,2707,1000,15517,2,23,1,998753
0,2716,1000,15517,2,19,1,998722
0,2731,1000,15517,2,2,1,998722
0,2686,1000,15518,2,32,1,998757
0,2730,1000,15521,2,46,1,998749
0,2704,1000,15521,2,11,1,998714
0,2689,1000,15521,2,50,1,998700
0,2717,1000,15523,2,9,1,998716
0,2723,1000,15523,2,18,1,998721
0,2688,1000,15524,2,21,1,998705
0,2720,1000,15525,2,32,1,998752
0,2691,1000,15532,2,8,1,998738
0,2700,1000,15532,2,4,1,998756
0,2675,1000,15532,2,26,1,998751
0,2674,1000,15533,2,50,1,998727
0,2684,1000,15533,2,12,1,998743
0,2692,1000,15536,2,45,1,998744
0,2712,1000,15537,2,38,1,998741
0,2725,1000,15537,2,2,1,998701
0,2687,1000,15538,2,36,1,998722
0,2695,1000,15540,2,26,1,998707
0,2696,1000,15540,2,37,1,998728
0,2683,1000,15544,2,13,1,998743
0,2728,1000,15545,2,12,1,998739
0,2729,1000,15546,2,47,1,998717
0,2676,1000,15549,2,1,1,998750
0,2702,1000,15549,2,12,1,998744
0,311,2021,15550,1,4,1,200000
0,319,3001,15550,1,38,2,998789
0,318,3005,15550,1,34,1,998735
0,322,3000,15550,1,3,1,998682
0,2709,1000,15553,2,14,1,998703
0,2711,1000,15554,2,27,1,998730
0,2715,1000,15556,2,26,1,998753
0,2677,1000,15557,2,37,1,998719
0,2680,1000,15560,2,16,1,998711
0,2714,1000,15561,2,13,1,998699
0,2694,1000,15563,2,23,1,998750
0,2708,1000,15565,2,3,1,998753
0,2682,1000,15573,2,1,1,998756
0,2703,1000,15584,2,21,1,998714
0,2681,1000,15588,2,7,1,998697
0,2727,1000,15591,2,16,1,998742
0,2719,1000,15599,2,43,1,998757
0,163,3004,15600,1,46,1,998680
0,56,3013,15600,1,8,2,998761
0,85,3021,15600,1,35,1,998566
0,12,2005,15600,1,33,2,0
0,78,2019,15600,1,12,1,200000
0,312,2021,15600,1,11,1,200000
0,35,3026,15600,1,1,2,998762
0,104,2014,15600,1,18,1,200000
0,39,2045,15600,1,25,2,0
0,319,3005,15600,1,35,2,998908
0,38,3007,15600,1,25,1,998168
0,8,2003,15600,1,10,2,0
0,169,3014,15600,1,20,2,998758
0,323,3000,15600,1,5,1,998753
0,54,3002,15600,1,14,1,998714
0,320,3001,15600,1,43,2,998793
0,78,2036,15600,1,32,1,200000
0,86,3008,15600,1,24,1,998755
0,78,2034,15600,1,4,2,0
0,2679,1000,15601,2,37,1,998712
0,2678,1000,15602,2,5,1,998709
0,2721,1000,15630,2,8,1,998707
0,2698,1000,15644,2,28,1,998729
0,2706,1000,15645,2,47,1,998747
0,313,2021,15650,1,24,1,200000
0,324,3000,15650,1,10,1,998710
0,321,3001,15650,1,10,2,998967
0,320,3005,15650,1,30,1,998749
0,2699,1000,15668,2,28,1,998739
0,164,3004,15700,1,2,2,998785
0,322,3001,15700,1,45,1,998756
0,13,3025,15700,1,6,2,998789
0,325,3000,15700,1,28,1,998731
0,314,2021,15700,1,41,1,200000
0,170,3014,15700,1,8,2,998816
0,321,3005,15700,1,48,2,998776
0,57,3033,15750,1,23,1,998710
0,105,2014,15750,1,15,1,200000
0,322,3005,15750,1,21,2,998788
0,326,3000,15750,1,38,1,998613
0,9,2043,15750,1,6,2,0
0,45,3006,15750,1,28,1,998741
0,2734,1000,15750,1,11,2,998805
0,2735,1000,15750,1,17,2,998792
0,2736,1000,15750,1,21,2,998799
0,2737,1000,15750,1,31,2,998787
0,2738,1000,15750,1,34,2,998761
0,2739,1000,15750,1,12,2,998812
0,2740,1000,15750,1,10,2,998783
0,2741,1000,15750,1,11,2,998813
0,2742,1000,15750,1,42,2,998759
0,2743,1000,15750,1,31,2,998791
0,2744,1000,15750,1,32,2,998765
0,2745,1000,15750,1,5,2,998761
0,2746,1000,15750,1,26,2,998816
0,2747,1000,15750,1,9,2,998777
0,2748,1000,15750,1,38,2,998810
0,2749,1000,15750,1,28,2,998807
0,2750,1000,15750,1,24,2,998773
0,2751,1000,15750,1,18,2,998770
0,2752,1000,15750,1,12,2,998763
0,2753,1000,15750,1,12,2,998771
0,2754,1000,15750,1,22,2,998761
0,2755,1000,15750,1,41,2,998796
0,2756,1000,15750,1,3,2,998814
0,2757,1000,15750,1,14,2,998772
0,2758,1000,15750,1,8,2,998762
0,2759,1000,15750,1,43,2,998805
0,2760,1000,15750,1,31,2,998810
0,2761,1000,15750,1,38,2,998805
0,2762,1000,15750,1,46,2,998791
0,2763,1000,15750,1,23,2,998803
0,2764,1000,15750,1,4,2,998764
0,2765,1000,15750,1,26,2,998770
0,2766,1000,15750,1,40,2,998775
0,2767,1000,15750,1,42,2,998790
0,2768,1000,15750,1,42,2,998771
0,2769,1000,15750,1,40,2,998792
0,2770,1000,15750,1,40,2,998760
0,2771,1000,15750,1,44,2,998789
0,2772,1000,15750,1,1,2,998805
0,2773,1000,15750,1,8,2,998791
0,2774,1000,15750,1,23,2,998801
0,2775,1000,15750,1,33,2,998810
0,2776,1000,15750,1,44,2,998766
0,2777,1000,15750,1,11,2,998789
0,2778,1000,15750,1,50,2,998777
0,2779,1000,15750,1,48,2,998813
0,2780,1000,15750,1,12,2,998777
0,2781,1000,15750,1,28,2,998788
0,2771,1000,15750,2,44,2,998789
0,2739,1000,15750,2,12,2,998812
0,323,3001,15750,1,24,1,998665
0,18,3035,15750,1,33,1,998721
0,35,2037,15750,1,24,1,200000
0,315,2021,15750,1,20,2,0
0,2774,1000,15752,2,23,2,998801
0,2759,1000,15756,2,43,2,998805
0,2773,1000,15757,2,8,2,998791
0,2734,1000,15758,2,11,2,998805
0,2760,1000,15759,2,31,2,998810
0,2750,1000,15761,2,24,2,998773
0,2770,1000,15762,2,40,2,998760
0,2778,1000,15762,2,50,2,998777
0,2779,1000,15762,2,48,2,998813
0,2763,1000,15764,2,23,2,998803
0,2781,1000,15765,2,28,2,998788
0,2746,1000,15765,2,26,2,998816
0,2764,1000,15765,2,4,2,998764
0,2762,1000,15766,2,46,2,998791
0,2780,1000,15766,2,12,2,998777
0,2754,1000,15767,2,22,2,998761
0,2767,1000,15767,2,42,2,998790
0,2752,1000,15767,2,12,2,998763
0,2749,1000,15767,2,28,2,998807
0,2751,1000,15768,2,18,2,998770
0,2753,1000,15769,2,12,2,998771
0,2776,1000,15770,2,44,2,998766
0,2745,1000,15776,2,5,2,998761
0,2775,1000,15779,2,33,2,998810
0,2737,1000,15780,2,31,2,998787
0,2757,1000,15781,2,14,2,998772
0,2744,1000,15782,2,32,2,998765
0,2777,1000,15782,2,11,2,998789
0,2743,1000,15785,2,31,2,998791
0,2735,1000,15785,2,17,2,998792
0,2747,1000,15788,2,9,2,998777
0,2755,1000,15790,2,41,2,998796
0,2756,1000,15792,2,3,2,998814
0,2736,1000,15792,2,21,2,998799
0,2766,1000,15795,2,40,2,998775
0,2738,1000,15797,2,34,2,998761
0,2748,1000,15799,2,38,2,998810
0,79,2034,15800,1,46,1,200000
0,86,3021,15800,1,46,2,998790
0,165,3004,15800,1,32,2,998758
0,171,3014,15800,1,1,1,998733
0,79,2036,15800,1,34,1,200000
0,324,3001,15800,1,24,1,998681
0,87,3008,15800,1,23,1,998756
0,323,3005,15800,1,32,1,998638
0,79,2019,15800,1,48,1,200000
0,327,3000,15800,1,8,1,998756
0,316,2021,15800,1,39,2,0
0,2741,1000,15803,2,11,2,998813
0,2768,1000,15803,2,42,2,998771
0,2740,1000,15806,2,10,2,998783
0,2761,1000,15807,2,38,2,998805
0,2742,1000,15808,2,42,2,998759
0,2758,1000,15817,2,8,2,998762
0,328,3000,15850,1,46,2,999090
0,325,3001,15850,1,11,1,998683
0,317,2021,15850,1,49,2,0
0,324,3005,15850,1,30,1,998680
0,2769,1000,15876,2,40,2,998792
0,2765,1000,15887,2,26,2,998770
0,2772,1000,15893,2,1,2,998805
0,166,3004,15900,1,10,2,998893
0,329,3000,15900,1,16,1,998756
0,318,2021,15900,1,43,2,0
0,172,3014,15900,1,42,1,998574
0,106,2014,15900,1,22,2,0
0,326,3001,15900,1,30,1,998713
0,57,3013,15900,1,44,1,998727
0,325,3005,15900,1,6,1,998752
0,20,3032,15950,1,4,1,998738
0,326,3005,15950,1,12,1,998685
0,39,3037,15950,1,44,1,998733
0,327,3001,15950,1,32,2,998770
0,22,3012,15950,1,27,1,998747
0,29,2035,15950,1,44,1,200000
0,319,2021,15950,1,50,2,0
0,330,3000,15950,1,22,1,998729
0,10,2012,16000,1,50,2,0
0,55,3002,16000,1,41,2,998798
0,80,2036,16000,1,17,2,0
0,8,2047,16000,1,17,2,0
0,2782,1000,16000,1,41,1,998717
0,2783,1000,16000,1,29,1,998717
0,2784,1000,16000,1,47,1,998700
0,2785,1000,16000,1,7,1,998717
0,2786,1000,16000,1,9,1,998703
0,2787,1000,16000,1,50,1,998753
0,2788,1000,16000,1,5,1,998736
0,2789,1000,16000,1,14,1,998752
0,2790,1000,16000,1,22,1,998705
0,2791,1000,16000,1,7,1,998754
0,2792,1000,16000,1,49,1,998743
0,2793,1000,16000,1,10,1,998707
0,2794,1000,16000,1,27,1,998706
0,2795,1000,16000,1,18,1,998700
0,2796,1000,16000,1,9,1,998750
0,2797,1000,16000,1,45,1,998742
0,2798,1000,16000,1,21,1,998743
0,2799,1000,16000,1,41,1,998717
0,2800,1000,16000,1,46,1,998708
0,2801,1000,16000,1,21,1,998707
0,2802,1000,16000,1,35,1,998702
0,2803,1000,16000,1,22,1,998754
0,2804,1000,16000,1,3,1,998711
0,2805,1000,16000,1,40,1,998734
0,2806,1000,16000,1,46,1,998716
0,2807,1000,16000,1,17,1,998719
0,2808,1000,16000,1,15,1,998742
0,2809,1000,16000,1,24,1,998748
0,2810,1000,16000,1,22,1,998744
0,2811,1000,16000,1,43,1,998740
0,2812,1000,16000,1,19,1,998711
0,2813,1000,16000,1,9,1,998729
0,2814,1000,16000,1,38,1,998714
0,2815,1000,16000,1,44,1,998718
0,2816,1000,16000,1,36,1,998742
0,2817,1000,16000,1,6,1,998755
0,2818,1000,16000,1,38,1,998717
0,2819,1000,16000,1,41,1,998719
0,2820,1000,16000,1,43,1,998716
0,2821,1000,16000,1,30,1,998713
0,2822,1000,16000,1,8,1,998723
0,2823,1000,16000,1,9,1,998717
0,2824,1000,16000,1,11,1,998705
0,2825,1000,16000,1,13,1,998712
0,2826,1000,16000,1,28,1,998717
0,2827,1000,16000,1,38,1,998702
0,2828,1000,16000,1,9,1,998729
0,2829,1000,16000,1,40,1,998730
0,2830,1000,16000,1,23,1,998714
0,2831,1000,16000,1,16,1,998722
0,2832,1000,16000,1,5,1,998749
0,2833,1000,16000,1,35,1,998704
0,2834,1000,16000,1,32,1,998703
0,2835,1000,16000,1,30,1,998700
0,2836,1000,16000,1,34,1,998722
0,2837,1000,16000,1,42,1,998756
0,2838,1000,16000,1,3,1,998744
0,2839,1000,16000,1,8,1,998727
0,2840,1000,16000,1,36,1,998700
0,2841,1000,16000,1,6,1,998740
0,2831,1000,16000,2,16,1,998722
0,80,2019,16000,1,45,1,200000
0,327,3005,16000,1,15,2,998874
0,88,3008,16000,1,5,2,998764
0,328,3001,16000,1,48,2,998764
0,40,2045,16000,1,25,1,200000
0,37,3010,16000,1,42,1,998633
0,167,3004,16000,1,9,2,998915
0,39,3019,16000,1,14,2,998815
0,80,2034,16000,1,21,1,200000
0,39,3015,16000,1,30,1,998720
0,32,2028,16000,1,40,2,0
0,16,3020,16000,1,33,1,998740
0,173,3014,16000,1,21,2,998801
0,320,2021,16000,1,19,1,200000
0,16,3022,16000,1,3,2,998762
0,87,3021,16000,1,23,1,998725
0,27,3031,16000,1,5,2,998767
0,331,3000,16000,1,40,1,998750
0,2811,1000,16002,2,43,1,998740
0,2839,1000,16002,2,8,1,998727
0,2828,1000,16002,2,9,1,998729
0,2786,1000,16003,2,9,1,998703
0,2830,1000,16004,2,23,1,998714
0,2788,1000,16005,2,5,1,998736
0,2813,1000,16006,2,9,1,998729
0,2791,1000,16006,2,7,1,998754
0,2804,1000,16007,2,3,1,998711
0,2829,1000,16007,2,40,1,998730
0,2819,1000,16008,2,41,1,998719
0,2794,1000,16009,2,27,1,998706
0,2796,1000,16009,2,9,1,998750
0,2820,1000,16009,2,43,1,998716
0,2837,1000,16011,2,42,1,998756
0,2812,1000,16012,2,19,1,998711
0,2825,1000,16012,2,13,1,998712
0,2807,1000,16014,2,17,1,998719
0,2826,1000,16014,2,28,1,998717
0,2814,1000,16016,2,38,1,998714
0,2822,1000,16016,2,8,1,998723
0,2833,1000,16016,2,35,1,998704
0,2801,1000,16017,2,21,1,998707
0,2840,1000,16017,2,36,1,998700
0,2805,1000,16020,2,40,1,998734
0,2798,1000,16021,2,21,1,998743
0,2815,1000,16021,2,44,1,998718
0,2785,1000,16023,2,7,1,998717
0,2816,1000,16024,2,36,1,998742
0,2810,1000,16026,2,22,1,998744
0,2783,1000,16027,2,29,1,998717
0,2818,1000,16029,2,38,1,998717
0,2817,1000,16029,2,6,1,998755
0,2806,1000,16031,2,46,1,998716
0,2797,1000,16031,2,45,1,998742
0,2784,1000,16033,2,47,1,998700
0,2787,1000,16035,2,50,1,998753
0,2824,1000,16042,2,11,1,998705
0,2808,1000,16042,2,15,1,998742
0,2795,1000,16044,2,18,1,998700
0,2834,1000,16049,2,32,1,998703
0,329,3001,16050,1,48,2,998757
0,328,3005,16050,1,16,1,998721
0,2809,1000,16050,2,24,1,998748
0,321,2021,16050,1,28,2,0
0,107,2014,16050,1,41,2,0
0,332,3000,16050,1,1,2,998760
0,2836,1000,16053,2,34,1,998722
0,2841,1000,16053,2,6,1,998740
0,2782,1000,16055,2,41,1,998717
0,2821,1000,16055,2,30,1,998713
0,2789,1000,16055,2,14,1,998752
0,2792,1000,16063,2,49,1,998743
0,2800,1000,16072,2,46,1,998708
0,2827,1000,16072,2,38,1,998702
0,2838,1000,16076,2,3,1,998744
0,2835,1000,16078,2,30,1,998700
0,2803,1000,16095,2,22,1,998754
0,23,2022,16100,1,7,2,0
0,58,3033,16100,1,4,2,998791
0,322,2021,16100,1,20,1,200000
0,174,3014,16100,1,17,2,999353
0,330,3001,16100,1,36,2,998760
0,329,3005,16100,1,11,2,998799
0,168,3004,16100,1,47,2,998761
0,333,3000,16100,1,37,1,998747
0,2790,1000,16109,2,22,1,998705
0,2793,1000,16110,2,10,1,998707
0,2823,1000,16125,2,9,1,998717
0,2799,1000,16130,2,41,1,998717
0,2832,1000,16131,2,5,1,998749
0,2802,1000,16141,2,35,1,998702
0,27,3029,16150,1,46,1,998595
0,27,3036,16150,1,25,1,998638
0,330,3005,16150,1,44,2,998759
0,334,3000,16150,1,41,2,998852
0,29,3028,16150,1,18,1,998654
0,19,2038,16150,1,25,2,0
0,323,2021,16150,1,8,1,200000
0,29,3017,16150,1,6,2,998779
0,331,3001,16150,1,36,1,998666
0,36,2037,16200,1,11,2,0
0,81,2019,16200,1,11,2,0
0,89,3008,16200,1,6,1,998706
0,108,2014,16200,1,10,1,200000
0,169,3004,16200,1,29,1,998586
0,46,3006,16200,1,42,2,998899
0,81,2036,16200,1,27,2,0
0,332,3001,16200,1,20,2,998817
0,58,3013,16200,1,39,2,998800
0,9,2040,16200,1,41,2,0
0,335,3000,16200,1,17,2,998803
0,324,2021,16200,1,23,1,200000
0,88,3021,16200,1,50,2,998757
0,81,2034,16200,1,18,2,0
0,27,3018,16200,1,19,1,998727
0,175,3014,16200,1,21,2,998759
0,26,3024,16200,1,29,2,998757
0,331,3005,16200,1,41,1,998734
0,39,3007,16200,1,35,1,998726
0,5,2026,16250,1,39,1,200000
0,24,3011,16250,1,1,1,998652
0,23,3003,16250,1,40,2,998787
0,333,3001,16250,1,3,1,998737
0,332,3005,16250,1,3,1,998743
0,36,3026,16250,1,15,2,998780
0,325,2021,16250,1,22,1,200000
0,2842,1000,16250,1,30,1,998739
0,2843,1000,16250,1,27,1,998721
0,2844,1000,16250,1,42,1,998696
0,2845,1000,16250,1,49,1,998720
0,2846,1000,16250,1,39,1,998716
0,2847,1000,16250,1,30,1,998747
0,2848,1000,16250,1,33,1,998738
0,2849,1000,16250,1,37,1,998733
0,2850,1000,16250,1,35,1,998710
0,2851,1000,16250,1,37,1,998712
0,2852,1000,16250,1,23,1,998727
0,2853,1000,16250,1,8,1,998743
0,2854,1000,16250,1,41,1,998701
0,2855,1000,16250,1,33,1,998743
0,2856,1000,16250,1,25,1,998711
0,2857,1000,16250,1,40,1,998697
0,2858,1000,16250,1,20,1,998724
0,2859,1000,16250,1,42,1,998747
0,2860,1000,16250,1,26,1,998755
0,2861,1000,16250,1,49,1,998735
0,2862,1000,16250,1,43,1,998730
0,2863,1000,16250,1,27,1,998751
0,2864,1000,16250,1,16,1,998712
0,2865,1000,16250,1,35,1,998700
0,2866,1000,16250,1,21,1,998740
0,2867,1000,16250,1,33,1,998697
0,2868,1000,16250,1,6,1,998741
0,2869,1000,16250,1,29,1,998745
0,2870,1000,16250,1,45,1,998742
0,2871,1000,16250,1,4,1,998753
0,2872,1000,16250,1,19,1,998706
0,2873,1000,16250,1,39,1,998710
0,2874,1000,16250,1,43,1,998713
0,2875,1000,16250,1,8,1,998746
0,2876,1000,16250,1,28,1,998725
0,2877,1000,16250,1,12,1,998706
0,2878,1000,16250,1,32,1,998733
0,2879,1000,16250,1,43,1,998746
0,2880,1000,16250,1,8,1,998742
0,2881,1000,16250,1,32,1,998705
0,2882,1000,16250,1,49,1,998739
0,2883,1000,16250,1,3,1,998742
0,2884,1000,16250,1,50,1,998704
0,2885,1000,16250,1,31,1,998743
0,2886,1000,16250,1,13,1,998709
0,2887,1000,16250,1,2,1,998747
0,2888,1000,16250,1,29,1,998732
0,2889,1000,16250,1,5,1,998696
0,2890,1000,16250,1,10,1,998742
0,2891,1000,16250,1,29,1,998706
0,2892,1000,16250,1,36,1,998751
0,2893,1000,16250,1,1,1,998726
0,2894,1000,16250,1,35,1,998704
0,2895,1000,16250,1,31,1,998747
0,2896,1000,16250,1,31,1,998750
0,2897,1000,16250,1,9,1,998755
0,2898,1000,16250,1,18,1,998743
0,2899,1000,16250,1,1,1,998703
0,2900,1000,16250,1,43,1,998749
0,2901,1000,16250,1,50,1,998729
0,2863,1000,16250,2,27,1,998751
0,2868,1000,16250,2,6,1,998741
0,336,3000,16250,1,35,2,998763
0,2900,1000,16251,2,43,1,998749
0,2864,1000,16253,2,16,1,998712
0,2886,1000,16253,2,13,1,998709
0,2857,1000,16254,2,40,1,998697
0,2856,1000,16256,2,25,1,998711
0,2851,1000,16257,2,37,1,998712
0,2899,1000,16257,2,1,1,998703
0,2854,1000,16259,2,41,1,998701
0,2850,1000,16259,2,35,1,998710
0,2860,1000,16260,2,26,1,998755
0,2844,1000,16260,2,42,1,998696
0,2898,1000,16261,2,18,1,998743
0,2842,1000,16262,2,30,1,998739
0,2853,1000,16264,2,8,1,998743
0,2882,1000,16267,2,49,1,998739
0,2848,1000,16267,2,33,1,998738
0,2880,1000,16268,2,8,1,998742
0,2865,1000,16269,2,35,1,998700
0,2846,1000,16271,2,39,1,998716
0,2845,1000,16273,2,49,1,998720
0,2859,1000,16274,2,42,1,998747
0,2862,1000,16274,2,43,1,998730
0,2901,1000,16275,2,50,1,998729
0,2888,1000,16276,2,29,1,998732
0,2870,1000,16277,2,45,1,998742
0,2884,1000,16278,2,50,1,998704
0,2871,1000,16278,2,4,1,998753
0,2890,1000,16279,2,10,1,998742
0,2891,1000,16284,2,29,1,998706
0,2885,1000,16290,2,31,1,998743
0,2858,1000,16290,2,20,1,998724
0,2879,1000,16290,2,43,1,998746
0,2867,1000,16291,2,33,1,998697
0,2881,1000,16292,2,32,1,998705
0,2872,1000,16296,2,19,1,998706
0,2873,1000,16297,2,39,1,998710
0,333,3005,16300,1,47,1,998723
0,326,2021,16300,1,42,2,0
0,176,3014,16300,1,35,1,998735
0,170,3004,16300,1,38,2,998968
0,334,3001,16300,1,18,2,998779
0,337,3000,16300,1,15,2,998770
0,2852,1000,16303,2,23,1,998727
0,2894,1000,16304,2,35,1,998704
0,2855,1000,16305,2,33,1,998743
0,2869,1000,16310,2,29,1,998745
0,2866,1000,16310,2,21,1,998740
0,2896,1000,16312,2,31,1,998750
0,2889,1000,16317,2,5,1,998696
0,2861,1000,16317,2,49,1,998735
0,2847,1000,16319,2,30,1,998747
0,2897,1000,16336,2,9,1,998755
0,2878,1000,16339,2,32,1,998733
0,2895,1000,16339,2,31,1,998747
0,2874,1000,16341,2,43,1,998713
0,2883,1000,16347,2,3,1,998742
0,2893,1000,16348,2,1,1,998726
0,109,2014,16350,1,45,1,200000
0,335,3001,16350,1,26,2,998785
0,334,3005,16350,1,38,1,998735
0,338,3000,16350,1,50,1,998691
0,327,2021,16350,1,39,2,0
