timeStamp,bestBid,bestAsk,bidSize,askSize
5700,998781,998784,244,24
5700,998781,998784,244,24
5700,998781,998784,244,24
5700,998781,998784,244,24
5700,998781,998784,244,24
5700,998781,998784,244,24
5750,998781,998784,244,42
5750,998781,998784,244,42
5750,998781,998784,235,42
5750,998781,998784,235,42
5750,998781,998784,235,42
5750,998781,998784,235,42
5758,998781,998784,235,42
5760,998781,998784,235,42
5762,998781,998784,235,42
5777,998781,998784,235,42
5784,998781,998784,235,24
5785,998781,998784,235,24
5790,998781,998784,235,24
5800,998781,998784,235,24
5800,998781,998784,235,24
5800,998781,998784,196,24
5800,998781,998784,188,24
5800,998781,998784,188,24
5800,998781,998782,188,34
5800,998781,998782,188,34
5800,998781,998782,138,34
5800,998781,998782,138,34
5800,998781,998782,138,34
5800,998781,998782,138,34
5800,998781,998782,138,34
5800,998781,998782,138,34
5812,998781,998782,138,34
5829,998781,998782,138,34
5832,998781,998782,138,34
5850,998781,998782,138,34
5850,998781,998782,138,34
5850,998781,998782,110,34
5850,998781,998782,110,34
5850,998781,998782,110,34
5850,998781,998782,110,34
5850,998781,998782,85,34
5900,998781,998782,85,34
5900,998781,998782,81,34
5900,998781,998782,81,34
5900,998781,998782,81,34
5900,998781,998782,81,34
5900,998781,998782,81,34
5946,998781,998782,81,34
5950,998781,998782,81,34
5950,998781,998782,81,34
5950,998781,998782,81,69
5950,998781,998782,81,69
5950,998781,998782,81,69
5950,998781,998782,81,69
5950,998781,998782,69,69
5950,998781,998782,69,69
6000,998781,998782,20,69
6000,998781,998782,20,69
6000,998780,998782,269,69
6000,998780,998782,269,69
6000,998780,998782,269,69
6000,998780,998782,281,69
6000,998780,998782,281,69
6000,998780,998782,277,69
6000,998780,998782,277,69
6000,998780,998782,277,69
6000,998780,998782,260,69
6000,998780,998782,226,69
6000,998780,998782,226,69
6000,998780,998782,226,69
6000,998780,998782,180,69
6000,998780,998782,180,69
6000,998780,998782,131,69
6000,998780,998782,131,69
6000,998780,998782,131,69
6000,998780,998782,131,69
6000,998780,998782,131,148
6000,998780,998782,131,148
6000,998780,998782,131,148
6001,998780,998782,131,148
6003,998780,998782,131,148
6004,998780,998782,131,148
6005,998780,998782,131,148
6006,998780,998782,131,148
6007,998780,998782,131,148
6008,998780,998782,131,148
6010,998780,998782,131,148
6011,998780,998782,131,148
6012,998780,998782,131,148
6015,998780,998782,131,148
6016,998780,998782,131,148
6017,998780,998782,131,148
6022,998780,998782,131,148
6026,998780,998782,131,148
6028,998780,998782,131,148
6030,998780,998782,131,148
6031,998780,998782,131,148
6032,998780,998782,131,148
6035,998780,998782,131,148
6036,998780,998782,131,148
6037,998780,998782,131,148
6038,998780,998782,131,148
6041,998780,998782,131,148
6042,998780,998782,131,148
6046,998780,998782,131,148
6048,998780,998782,131,109
6050,998780,998782,131,109
6050,998780,998782,83,109
6050,998780,998782,83,109
6050,998780,998782,83,109
6050,998780,998782,83,109
6050,998780,998782,83,109
6051,998780,998782,83,69
6055,998780,998782,83,69
6063,998780,998782,83,69
6066,998780,998782,83,69
6068,998780,998782,83,69
6072,998780,998782,83,69
6087,998780,998782,83,69
6100,998780,998782,83,69
6100,998780,998782,83,69
6100,998780,998782,83,69
6100,998780,998782,83,69
6100,998780,998782,83,69
6100,998780,998782,83,69
6100,998780,998782,58,69
6112,998780,998782,58,69
6113,998780,998782,58,69
6116,998780,998782,58,69
6146,998780,998782,58,69
6150,998780,998782,58,69
6150,998780,998782,31,69
6150,998780,998782,31,69
6150,998780,998782,31,69
6150,998780,998782,26,69
6180,998780,998782,26,69
6200,998780,998782,26,69
6200,998780,998782,26,69
6200,998780,998782,3,69
6200,998779,998782,49,69
6200,998779,998782,49,69
6200,998779,998782,49,69
6200,998779,998782,34,69
6200,998780,998782,17,69
6200,998780,998782,17,69
6200,998780,998782,17,69
6250,998780,998782,17,69
6250,998780,998782,17,69
6250,998780,998782,17,69
6250,998780,998782,17,69
6250,998780,998782,17,71
6250,998780,998782,17,71
6250,998780,998782,17,71
6252,998780,998782,17,71
6254,998780,998782,17,71
6256,998780,998782,17,71
6257,998780,998782,17,71
6260,998780,998782,17,71
6261,998780,998782,17,71
6262,998780,998782,17,69
6263,998780,998782,17,69
6265,998780,998782,17,69
6266,998780,998782,17,69
6267,998780,998782,17,69
6268,998780,998782,17,69
6269,998780,998782,17,69
6270,998780,998782,17,69
6275,998780,998782,17,69
6276,998780,998782,17,69
6278,998780,998782,17,69
6279,998780,998782,17,69
6280,998780,998782,17,69
6284,998780,998782,17,69
6285,998780,998782,17,69
6286,998780,998782,17,69
6291,998780,998782,17,69
6292,998780,998782,17,69
6298,998780,998782,17,69
6300,998779,998782,9,69
6300,998779,998782,9,69
6300,998779,998782,9,69
6300,998779,998782,9,69
6300,998779,998782,9,69
6300,998779,998780,9,2
6300,998779,998780,9,2
6300,998779,998780,9,2
6300,998779,998780,9,2
6300,998779,998780,9,2
6300,998779,998780,9,2
6303,998779,998780,9,2
6307,998779,998780,9,2
6309,998779,998780,9,2
6310,998779,998780,9,2
6311,998779,998780,9,2
6319,998779,998780,9,2
6322,998779,998780,9,2
6350,998779,998780,9,2
6350,998779,998780,9,2
6350,998779,998780,9,2
6379,998779,998780,9,2
6400,998779,998780,9,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,122,2
6400,998778,998780,119,2
6400,998778,998780,73,2
6400,998778,998780,73,2
6450,998778,998780,73,2
6450,998778,998780,27,2
6450,998778,998780,27,2
6450,998777,998780,305,2
6450,998777,998780,305,2
6500,998777,998780,305,2
6500,998777,998780,289,2
6500,998777,998780,289,2
6500,998777,998780,289,2
6500,998777,998780,275,2
6500,998777,998780,275,2
6500,998777,998780,275,2
6500,998777,998780,275,2
6500,998777,998780,275,2
6500,998777,998780,275,2
6500,998777,998780,275,2
6500,998777,998780,317,2
6500,998777,998780,267,2
6501,998777,998780,267,2
6502,998777,998780,267,2
6503,998777,998780,267,2
6504,998777,998780,267,2
6507,998777,998780,267,2
6508,998777,998780,267,2
6510,998777,998780,267,2
6511,998777,998780,267,2
6513,998777,998780,267,2
6514,998777,998780,267,2
6515,998777,998780,267,2
6517,998777,998780,256,2
6518,998777,998780,235,2
6519,998777,998780,235,2
6524,998777,998780,235,2
6526,998777,998780,235,2
6529,998777,998780,235,2
6531,998777,998780,235,2
6532,998777,998780,235,2
6533,998777,998780,235,2
6536,998777,998780,235,2
6540,998777,998780,235,2
6541,998777,998780,235,2
6544,998777,998780,235,2
6547,998777,998780,235,2
6548,998777,998780,235,2
6550,998777,998780,235,2
6550,998777,998780,235,2
6550,998777,998780,235,2
6550,998777,998780,235,2
6551,998777,998780,235,2
6552,998777,998780,225,2
6555,998777,998780,225,2
6556,998777,998780,225,2
6560,998777,998780,225,2
6564,998777,998780,225,2
6567,998777,998780,225,2
6568,998777,998780,225,2
6574,998777,998780,225,2
6578,998777,998780,225,2
6600,998777,998780,192,2
6600,998777,998780,192,2
6600,998777,998780,192,2
6600,998777,998780,192,2
6600,998778,998780,4,2
6600,998778,998780,4,2
6600,998777,998780,175,2
6600,998777,998780,175,2
6600,998777,998780,175,2
6600,998777,998780,175,2
6600,998777,998780,126,2
6600,998777,998780,126,2
6600,998777,998780,122,2
6600,998777,998780,122,2
6600,998777,998780,122,2
6600,998777,998780,122,2
6600,998777,998780,122,2
6600,998777,998780,95,2
6600,998777,998780,82,2
6602,998777,998780,82,2
6616,998777,998780,82,2
6635,998777,998780,82,2
6650,998777,998780,82,2
6650,998777,998780,77,2
6650,998777,998780,77,2
6650,998777,998780,77,2
6650,998777,998780,77,2
6650,998777,998780,77,2
6650,998777,998778,77,21
6700,998777,998778,77,21
6700,998777,998778,29,21
6700,998777,998778,29,21
6700,998777,998778,29,21
6700,998777,998778,29,21
6700,998777,998778,29,21
6709,998777,998778,29,21
6750,998777,998778,29,21
6750,998777,998778,29,21
6750,998777,998778,29,21
6750,998777,998778,29,21
6750,998777,998778,58,21
6750,998777,998778,58,21
6750,998777,998778,55,21
6750,998777,998778,55,21
6751,998777,998778,55,21
6753,998777,998778,55,21
6754,998777,998778,55,21
6755,998777,998778,55,21
6757,998777,998778,55,21
6758,998777,998778,55,21
6759,998777,998778,55,21
6761,998777,998778,55,21
6764,998777,998778,55,21
6765,998777,998778,55,21
6767,998777,998778,55,21
6768,998777,998778,55,21
6769,998777,998778,55,21
6771,998777,998778,55,21
6773,998777,998778,55,21
6774,998777,998778,26,21
6775,998777,998778,26,21
6780,998777,998778,26,21
6781,998777,998778,26,21
6783,998777,998778,26,21
6788,998777,998778,26,21
6790,998777,998778,26,21
6792,998777,998778,26,21
6794,998777,998778,26,21
6796,998777,998778,26,21
6798,998777,998778,26,21
6799,998777,998778,26,21
6800,998776,998778,89,21
6800,998776,998778,89,21
6800,998776,998778,89,21
6800,998776,998778,89,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6800,998777,998778,3,21
6802,998777,998778,3,21
6804,998777,998778,3,21
6810,998777,998778,3,21
6816,998777,998778,3,21
6839,998777,998778,3,21
6840,998777,998778,3,21
6845,998777,998778,3,21
6846,998777,998778,3,21
6850,998777,998778,3,21
6850,998777,998778,3,21
6850,998777,998778,3,21
6880,998777,998778,3,21
6893,998777,998778,3,21
6900,998777,998778,3,21
6900,998777,998778,3,21
6900,998777,998778,3,21
6900,998777,998778,3,21
6900,998777,998778,3,21
6900,998776,998778,47,21
6900,998776,998778,47,21
6900,998776,998778,21,21
6900,998776,998778,21,21
6905,998776,998778,21,21
6931,998776,998778,21,21
6950,998776,998778,21,21
6950,998776,998778,21,21
6950,998776,998778,21,21
6950,998776,998778,8,21
7000,998776,998778,8,21
7000,998776,998778,8,21
7000,998776,998778,8,34
7000,998775,998778,203,34
7000,998775,998778,239,34
7000,998775,998778,239,34
7000,998775,998778,239,75
7000,998775,998778,211,75
7000,998775,998778,211,75
7000,998775,998778,211,75
7000,998775,998778,168,75
7000,998775,998778,168,75
7000,998775,998778,125,75
7000,998775,998778,125,75
7000,998775,998778,105,75
7000,998775,998778,105,75
7000,998775,998778,105,75
7001,998775,998778,105,75
7002,998775,998778,105,75
7003,998775,998778,105,75
7004,998775,998778,105,75
7005,998775,998778,105,75
7007,998775,998778,105,75
7008,998775,998778,105,75
7009,998775,998778,105,75
7010,998775,998778,105,75
7011,998775,998778,105,75
7014,998775,998778,105,75
7016,998775,998778,105,75
7017,998775,998778,105,75
7018,998775,998778,105,75
7024,998775,998778,105,75
7026,998775,998778,105,75
7028,998775,998778,69,75
7030,998775,998778,69,75
7031,998775,998778,69,75
7036,998775,998778,69,75
7039,998775,998778,69,75
7046,998775,998778,69,75
7049,998775,998778,69,75
7050,998775,998777,69,37
7050,998775,998776,69,49
7050,998775,998776,69,49
7053,998775,998776,69,49
7058,998775,998776,69,49
7065,998775,998776,69,49
7071,998775,998776,69,49
7074,998775,998776,69,49
7076,998775,998776,69,49
7078,998775,998776,69,49
7081,998775,998776,69,49
7085,998775,998776,69,49
7087,998775,998776,69,49
7100,998775,998776,69,49
7100,998775,998776,69,49
7100,998775,998776,69,82
7100,998775,998776,55,82
7100,998775,998776,55,125
7100,998775,998776,55,125
7108,998775,998776,55,125
7115,998775,998776,55,125
7150,998775,998776,55,125
7150,998775,998776,55,125
7150,998775,998776,14,125
7150,998775,998776,14,125
7150,998775,998776,14,125
7150,998775,998776,14,125
7170,998775,998776,14,125
7200,998775,998776,14,125
7200,998775,998776,14,125
7200,998775,998776,14,125
7200,998775,998776,14,125
7200,998775,998776,14,125
7200,998774,998776,247,125
7200,998774,998776,247,125
7200,998774,998776,247,125
7200,998774,998776,247,125
7200,998774,998776,247,125
7200,998774,998776,199,125
7200,998774,998776,199,125
7200,998774,998776,199,125
7200,998775,998776,36,125
7200,998775,998776,29,125
7200,998774,998776,189,125
7200,998774,998776,189,125
7200,998774,998776,189,125
7200,998774,998776,182,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7250,998774,998776,159,125
7251,998774,998776,159,125
7252,998774,998776,159,125
7254,998774,998776,159,125
7255,998774,998776,159,125
7256,998774,998776,159,125
7257,998774,998776,159,125
7258,998774,998776,159,125
7262,998774,998776,159,125
7264,998774,998776,159,125
7265,998774,998776,159,125
7266,998774,998776,159,125
7267,998774,998776,159,125
7268,998774,998776,159,125
7272,998774,998776,159,125
7276,998774,998776,159,125
7277,998774,998776,159,125
7278,998774,998776,159,125
7279,998774,998776,159,125
7281,998774,998776,159,125
7282,998774,998776,159,125
7286,998774,998776,159,125
7289,998774,998776,159,125
7293,998774,998776,159,125
7295,998774,998776,159,125
7297,998774,998776,159,125
7300,998774,998776,159,125
7300,998774,998776,159,125
7300,998774,998776,159,125
7300,998774,998776,159,125
7300,998774,998776,159,125
7300,998774,998775,159,4
7300,998774,998775,118,4
7302,998774,998775,118,4
7307,998774,998775,118,4
7310,998774,998775,118,4
7315,998774,998775,118,4
7316,998774,998775,118,4
7322,998774,998775,118,4
7346,998774,998775,118,4
7347,998774,998775,118,4
7350,998774,998775,87,4
7350,998774,998775,87,4
7350,998774,998775,87,4
7350,998774,998775,87,4
7350,998774,998775,73,4
7350,998774,998775,73,4
7351,998774,998775,73,4
7361,998774,998775,73,4
7373,998774,998775,73,4
7396,998774,998775,73,4
7400,998774,998775,73,4
7400,998774,998775,73,4
7400,998774,998775,73,4
7400,998774,998775,73,6
7400,998774,998775,73,6
7400,998774,998775,74,6
7400,998774,998775,26,6
7400,998774,998775,54,6
7400,998774,998775,54,6
7450,998774,998775,54,6
7450,998774,998775,54,6
7450,998774,998775,53,6
7450,998774,998775,53,6
7481,998774,998775,53,6
7500,998774,998775,53,6
7500,998774,998775,53,6
7500,998774,998775,58,6
7500,998774,998775,58,6
7500,998774,998775,58,6
7500,998774,998775,58,6
7500,998774,998775,58,6
7500,998774,998775,58,6
7500,998774,998775,58,6
7500,998774,998775,52,6
7500,998774,998775,52,6
7500,998774,998775,52,6
7500,998774,998775,52,6
7501,998774,998775,52,6
7502,998774,998775,52,6
7503,998774,998775,52,6
7504,998774,998775,52,6
7506,998774,998775,52,6
7507,998774,998775,52,6
7508,998774,998775,52,6
7509,998774,998775,52,6
7510,998774,998775,52,6
7512,998774,998775,52,6
7513,998774,998775,52,6
7514,998774,998775,52,6
7515,998774,998775,52,6
7516,998774,998775,52,6
7518,998774,998775,52,6
7519,998774,998775,52,6
7520,998774,998775,52,6
7521,998774,998775,52,6
7522,998774,998775,52,6
7524,998774,998775,52,6
7525,998774,998775,52,6
7526,998774,998775,52,6
7527,998774,998775,52,6
7529,998774,998775,52,6
7534,998774,998775,47,6
7538,998774,998775,47,6
7540,998774,998775,47,6
7542,998774,998775,47,6
7547,998774,998775,47,6
7550,998774,998775,47,6
7550,998774,998775,47,6
7550,998774,998775,47,6
7552,998774,998775,47,6
7557,998774,998775,47,6
7564,998774,998775,47,6
7565,998774,998775,47,6
7568,998774,998775,47,6
7570,998774,998775,47,6
7572,998774,998775,47,6
7573,998774,998775,47,6
7586,998774,998775,47,6
7587,998774,998775,47,6
7588,998774,998775,47,6
7590,998774,998775,47,6
7596,998774,998775,47,6
7600,998774,998775,29,6
7600,998773,998775,344,6
7600,998773,998775,344,6
7600,998773,998775,344,6
7600,998773,998774,344,49
7600,998773,998774,344,49
7600,998773,998774,318,49
7600,998773,998774,318,49
7600,998773,998774,318,49
7600,998773,998774,318,49
7600,998773,998774,318,49
7600,998773,998774,318,49
7600,998773,998774,318,49
7611,998773,998774,318,49
7650,998773,998774,318,49
7650,998773,998774,318,49
7650,998773,998774,318,49
7650,998773,998774,318,49
7650,998773,998774,292,49
7650,998773,998774,249,49
7650,998773,998774,249,49
7650,998773,998774,249,49
7650,998773,998774,249,49
7664,998773,998774,249,49
7668,998773,998774,249,49
7700,998773,998774,249,49
7700,998773,998774,249,49
7700,998773,998774,249,49
7700,998773,998774,249,49
7700,998773,998774,249,49
7700,998773,998774,249,49
7700,998773,998774,249,49
7750,998773,998774,249,49
7750,998773,998774,243,49
7750,998773,998774,243,49
7750,998773,998774,243,65
7750,998773,998774,243,65
7750,998773,998774,243,65
7751,998773,998774,243,65
7753,998773,998774,243,65
7757,998773,998774,243,65
7758,998773,998774,243,65
7762,998773,998774,243,65
7764,998773,998774,243,65
7765,998773,998774,243,65
7766,998773,998774,243,65
7773,998773,998774,243,65
7776,998773,998774,243,65
7781,998773,998774,243,65
7782,998773,998774,243,65
7783,998773,998774,243,65
7790,998773,998774,243,65
7793,998773,998774,243,49
7795,998773,998774,243,49
7798,998773,998774,243,49
7800,998773,998774,243,49
7800,998773,998774,243,49
7800,998773,998774,244,49
7800,998773,998774,244,49
7800,998773,998774,244,49
7800,998773,998774,244,49
7800,998773,998774,244,49
7800,998773,998774,244,49
7800,998773,998774,220,49
7800,998773,998774,220,49
7800,998773,998774,192,49
7800,998773,998774,192,49
7802,998773,998774,192,49
7823,998773,998774,192,49
7850,998773,998774,192,49
7850,998773,998774,192,49
7850,998773,998774,192,49
7850,998773,998774,192,49
7872,998773,998774,192,49
7889,998773,998774,192,49
7900,998773,998774,192,49
7900,998773,998774,192,49
7900,998773,998774,192,49
7900,998773,998774,192,49
7900,998773,998774,192,49
7900,998773,998774,190,49
7950,998773,998774,190,49
7950,998773,998774,145,49
7950,998773,998774,131,49
7950,998773,998774,131,49
7950,998773,998774,131,49
8000,998773,998774,95,49
8000,998773,998774,95,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,53,49
8000,998773,998774,40,49
8000,998773,998774,9,49
8000,998772,998774,186,49
8000,998772,998774,186,49
8000,998772,998774,186,49
8001,998772,998774,186,49
8003,998772,998774,186,49
8005,998772,998774,186,49
8006,998772,998774,186,49
8007,998772,998774,186,49
8008,998772,998774,186,49
8009,998772,998774,186,49
8010,998772,998774,186,49
8016,998772,998774,186,49
8017,998772,998774,186,49
8020,998772,998774,186,49
8024,998772,998774,186,49
8025,998772,998774,186,49
8030,998772,998774,186,49
8031,998772,998774,186,49
8036,998772,998774,186,49
8037,998772,998774,186,49
8041,998772,998774,186,49
8050,998772,998774,186,49
8050,998772,998774,186,49
8050,998772,998774,186,49
8050,998772,998774,186,49
8056,998772,998774,186,49
8058,998772,998774,186,49
8066,998772,998774,186,49
8091,998772,998774,186,49
8099,998772,998774,186,49
8100,998772,998774,186,49
8100,998772,998774,186,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8100,998772,998774,137,49
8109,998772,998774,137,49
8150,998772,998774,137,49
8150,998772,998774,137,49
8150,998772,998774,137,49
8200,998772,998774,137,49
8200,998772,998774,137,49
8200,998772,998774,137,49
8200,998772,998774,137,49
8200,998772,998774,137,49
8200,998772,998774,137,49
8200,998772,998774,117,49
8200,998772,998774,117,49
8200,998772,998774,73,49
8200,998772,998774,57,49
8200,998772,998774,18,49
8250,998772,998774,18,49
8250,998772,998774,18,49
8250,998772,998774,4,49
8250,998771,998774,182,49
8250,998771,998774,182,49
8250,998771,998774,159,49
8250,998771,998774,159,49
8250,998771,998774,159,49
8250,998771,998774,159,49
8250,998771,998774,159,49
8251,998771,998774,159,49
8252,998771,998774,159,49
8253,998771,998774,159,49
8254,998771,998774,159,49
8255,998771,998774,159,49
8256,998771,998774,159,49
8257,998771,998774,159,49
8261,998771,998774,159,49
8263,998771,998774,159,49
8264,998771,998774,159,49
8265,998771,998774,159,49
8266,998771,998774,159,49
8271,998771,998774,159,49
8273,998771,998774,159,49
8274,998771,998774,159,49
8279,998771,998774,159,49
8280,998771,998774,159,49
8282,998771,998774,159,49
8283,998771,998774,159,49
8285,998771,998774,159,49
8286,998771,998774,159,49
8289,998771,998774,159,49
8290,998771,998774,159,49
8292,998771,998774,159,49
8293,998771,998774,159,49
8294,998771,998774,159,49
8296,998771,998774,159,49
8300,998772,998774,44,49
8300,998772,998774,44,49
8300,998772,998774,44,49
8300,998772,998774,44,49
8300,998772,998774,44,49
8301,998772,998774,44,49
8302,998772,998774,44,49
8305,998772,998774,44,49
8311,998772,998774,44,49
8316,998772,998774,44,49
8318,998772,998774,44,49
8319,998772,998774,44,49
8325,998772,998774,44,49
8328,998772,998774,44,49
8331,998772,998774,44,49
8345,998772,998774,44,49
8350,998772,998774,44,49
8350,998772,998774,44,49
8350,998772,998774,44,49
8361,998772,998774,44,49
8377,998772,998774,44,49
8393,998772,998774,44,49
8400,998772,998774,44,49
8400,998772,998774,90,49
8400,998772,998774,90,49
8400,998772,998774,41,49
8400,998772,998774,41,49
8400,998772,998774,20,49
8400,998772,998774,20,49
8400,998772,998774,20,49
8400,998771,998774,157,49
8400,998771,998774,157,49
8400,998771,998774,120,49
8400,998771,998774,120,49
8400,998771,998774,117,49
8400,998771,998774,117,49
8400,998771,998774,117,49
8400,998771,998774,106,49
8400,998771,998774,106,49
8447,998771,998774,106,49
8450,998771,998774,106,49
8450,998771,998774,106,49
8450,998771,998774,106,49
8450,998771,998774,106,49
8500,998771,998774,106,49
8500,998771,998774,106,49
8500,998771,998774,106,49
8500,998771,998774,106,49
8500,998771,998772,106,36
8500,998771,998772,106,36
8500,998771,998772,106,36
8500,998771,998772,106,36
8500,998771,998772,106,36
8500,998771,998772,93,36
8500,998771,998772,93,36
8500,998771,998772,93,36
8500,998771,998772,93,36
8503,998771,998772,93,36
8506,998771,998772,93,36
8507,998771,998772,93,36
8508,998771,998772,93,36
8509,998771,998772,93,36
8510,998771,998772,93,36
8511,998771,998772,93,36
8512,998771,998772,93,36
8513,998771,998772,93,36
8514,998771,998772,93,36
8517,998771,998772,93,36
8518,998771,998772,93,36
8519,998771,998772,93,36
8520,998771,998772,93,36
8521,998771,998772,93,36
8525,998771,998772,93,36
8526,998771,998772,93,36
8528,998771,998772,93,36
8529,998771,998772,93,36
8530,998771,998772,93,36
8532,998771,998772,93,36
8534,998771,998772,93,36
8535,998771,998772,93,36
8538,998771,998772,93,36
8539,998771,998772,93,36
8542,998771,998772,93,36
8543,998771,998772,93,36
8545,998771,998772,93,36
8547,998771,998772,93,36
8548,998771,998772,93,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8550,998771,998772,76,36
8551,998771,998772,76,36
8565,998771,998772,76,36
8566,998771,998772,76,36
8569,998771,998772,76,36
8571,998771,998772,76,36
8573,998771,998772,76,36
8580,998771,998772,76,36
8589,998771,998772,76,36
8594,998771,998772,76,36
8600,998771,998772,76,36
8600,998771,998772,48,36
8600,998771,998772,48,36
8600,998771,998772,48,36
8600,998771,998772,48,36
8600,998771,998772,48,36
8600,998771,998772,48,36
8600,998771,998772,48,36
8600,998771,998772,4,36
8600,998770,998772,184,36
8604,998770,998772,184,36
8650,998770,998772,184,36
8650,998770,998772,184,36
8650,998770,998772,184,36
8700,998770,998772,184,36
8700,998770,998772,184,36
8700,998770,998772,184,36
8700,998770,998772,184,36
8700,998770,998772,184,36
8700,998770,998772,135,36
8700,998770,998772,135,36
8700,998770,998772,135,36
8700,998770,998772,135,36
8750,998770,998772,135,36
8750,998770,998772,135,36
8750,998770,998772,135,36
8750,998770,998772,135,36
8750,998770,998772,135,36
8750,998770,998772,109,36
8750,998770,998772,109,36
8750,998770,998772,109,66
8750,998770,998772,109,66
8751,998770,998772,109,66
8752,998770,998772,109,66
8753,998770,998772,109,66
8754,998770,998772,109,36
8758,998770,998772,109,36
8759,998770,998772,109,36
8764,998770,998772,109,36
8766,998770,998772,109,36
8767,998770,998772,109,36
8768,998770,998772,109,36
8770,998770,998772,109,36
8772,998770,998772,109,36
8774,998770,998772,109,36
8777,998770,998772,109,36
8778,998770,998772,109,36
8781,998770,998772,109,36
8784,998770,998772,109,36
8789,998770,998772,109,36
8792,998770,998772,109,36
8797,998770,998772,109,36
8800,998770,998772,109,36
8800,998770,998772,79,36
8800,998770,998772,79,36
8800,998770,998772,69,36
8800,998770,998772,69,36
8800,998770,998772,69,36
8800,998770,998772,69,36
8800,998770,998772,69,36
8800,998770,998772,69,36
8800,998770,998772,59,36
8800,998770,998772,59,36
8800,998770,998772,59,36
8800,998770,998772,59,36
8800,998770,998772,59,36
8803,998770,998772,59,36
8814,998770,998772,59,36
8830,998770,998772,59,36
8843,998770,998772,59,36
8848,998770,998772,59,36
8850,998770,998772,59,36
8850,998770,998772,14,36
8850,998770,998772,14,36
8850,998770,998772,14,36
8856,998770,998772,14,36
8861,998770,998772,14,36
8872,998770,998772,14,36
8900,998770,998772,14,36
8900,998770,998772,14,36
8900,998770,998772,14,46
8900,998770,998772,1,46
8900,998770,998772,1,46
8900,998770,998772,1,46
8950,998770,998772,1,46
8950,998770,998772,1,46
8950,998769,998772,384,46
8950,998771,998772,11,46
9000,998771,998772,11,46
9000,998771,998772,11,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,382,46
9000,998769,998772,381,46
9000,998769,998772,346,46
9000,998769,998770,346,20
9000,998769,998770,346,20
9000,998769,998770,348,20
9000,998769,998770,298,20
9000,998769,998770,298,64
9000,998769,998770,298,174
9000,998769,998770,298,174
9000,998769,998770,298,174
9001,998769,998770,298,174
9002,998769,998770,298,108
9003,998769,998770,298,108
9006,998769,998770,298,108
9007,998769,998770,298,108
9009,998769,998770,298,108
9011,998769,998770,298,108
9012,998769,998770,298,108
9013,998769,998770,298,108
9014,998769,998770,298,108
9015,998769,998770,298,108
9016,998769,998770,298,108
9021,998769,998770,298,88
9022,998769,998770,298,88
9023,998769,998770,298,88
9026,998769,998770,298,88
9027,998769,998770,298,65
9030,998769,998770,298,65
9031,998769,998770,298,65
9041,998769,998770,298,65
9045,998769,998770,298,64
9050,998769,998770,298,64
9050,998769,998770,298,64
9050,998769,998770,298,64
9051,998769,998770,298,64
9054,998769,998770,298,64
9061,998769,998770,298,64
9069,998769,998770,298,64
9070,998769,998770,298,64
9073,998769,998770,298,64
9076,998769,998770,298,64
9077,998769,998770,298,64
9086,998769,998770,298,64
9088,998769,998770,298,64
9090,998769,998770,298,64
9092,998769,998770,298,64
9093,998769,998770,298,64
9096,998769,998770,298,64
9100,998769,998770,298,64
9100,998769,998770,298,64
9100,998769,998770,298,64
9100,998769,998770,298,64
9100,998769,998770,298,64
9100,998769,998770,298,64
9100,998769,998770,283,64
9100,998769,998770,283,64
9101,998769,998770,283,64
9147,998769,998770,283,64
9150,998769,998770,297,64
9150,998769,998770,297,64
9150,998769,998770,297,64
9150,998769,998770,265,64
9150,998769,998770,265,64
9151,998769,998770,265,64
9154,998769,998770,265,64
9200,998769,998770,263,64
9200,998769,998770,263,64
9200,998769,998770,263,64
9200,998769,998770,263,64
9200,998769,998770,221,64
9200,998769,998770,221,65
9200,998769,998770,221,65
9200,998769,998770,216,65
9200,998769,998770,216,65
9200,998769,998770,239,65
